Filing Date,Docket Number,Regional Entity,Registered Entity,NCR ID (NERC Compliance Registry Identifier),Total Penalty ($) (The total penalty amount represents an aggregate amount for the filing; it does not represent an amount per violation.),NERC Violation ID,Reliability Standard,Req.,"Violation Risk Factor (Lower, Medium, High)","Risk Assessment (Minimal, Moderate, Serious)",Mitigation Completion Date,Notice of No Further Review Issued
2/29/2012,NP12-18-000,RF,Unidentified Registered Entity,NCRXXXXX,55000,RFC201100919,CIP-007-2,R3,Lower,,,X
2/29/2012,NP12-18-000,RF,Unidentified Registered Entity,NCRXXXXX,55000,RFC201100920,CIP-007-2,R4,Medium,,,X
2/29/2012,NP12-18-000,Texas RE,City of Austin dba Austin Energy,NCR04029,40000,TRE201000147,PRC-005-1,R1; R1.1; R1.2,High,,,X
2/29/2012,NP12-18-000,Texas RE,City of Austin dba Austin Energy,NCR04029,40000,TRE201000148,PRC-005-1,R2; R2.1,High,,,X
2/29/2012,NP12-18-000,Texas RE,City of Austin dba Austin Energy,NCR04029,40000,TRE201000149,PRC-008-0,R2,Medium,,,X
2/29/2012,NP12-17-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,40000,SPP201000226,CIP-004-1,R3,Medium,,,X
2/29/2012,NP12-17-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,40000,SPP201000231,CIP-009-1,R5,Lower,,,X
2/29/2012,NP12-17-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,40000,SPP201000222,CIP-002-1,R3.1,Lower,,,X
2/29/2012,NP12-17-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,40000,SPP201000223,CIP-003-1,R1; R1.1,Lower,,,X
2/29/2012,NP12-17-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,40000,SPP201000224,CIP-003-1,R3,Lower,,,X
2/29/2012,NP12-17-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,40000,SPP201000225,CIP-004-1,R2,Lower,,,X
2/29/2012,NP12-17-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,40000,SPP200900135,CIP-002-1,R1.1,Lower,,,X
2/29/2012,NP12-17-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,40000,SPP201000227,CIP-004-1,R4,Lower,,,X
2/29/2012,NP12-17-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,40000,SPP201000220,CIP-006-1,R1.1,Medium,,,X
2/29/2012,NP12-17-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,40000,SPP201000228,CIP-007-1,R1,Medium,,,X
2/29/2012,NP12-17-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,40000,SPP201000221,CIP-007-1,R4,Medium,,,X
2/29/2012,NP12-17-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,40000,SPP201000229,CIP-007-1,R5.2.3,Medium,,,X
2/29/2012,NP12-17-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,40000,SPP201000230,CIP-009-1,R1.2,Medium,,,X
2/29/2012,NP12-17-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,40000,SPP201000219,CIP-003-1,R4.2,Lower,,,X
2/29/2012,NP12-18-000,Texas RE,Loraine Windpark Project LLC,NCR11075,32500,TRE201000239,IRO-001-1.1,R8,High,,,X
2/29/2012,NP12-18-000,Texas RE,Loraine Windpark Project LLC,NCR11075,32500,TRE201000240,TOP-001-1,R3,High,,,X
2/29/2012,NP12-18-000,Texas RE,"Buffalo Gap Wind Farm, LLC",NCR04025,30000,TRE201000118,FAC-008-1,R1,Lower,,,X
2/29/2012,NP12-18-000,Texas RE,"Buffalo Gap Wind Farm, LLC",NCR04025,30000,TRE201000120,PRC-005-1,R1,High,,,X
2/29/2012,NP12-14-000,RF,"Commonwealth Chesapeake Company, ",NCR10229,30000,RFC201000645,PRC-005-1,R2,High,,,X
2/29/2012,NP12-14-000,RF,"Commonwealth Chesapeake Company, ",NCR10229,30000,RFC201000676,PRC-005-1,R1,High,,,X
2/29/2012,NP12-18-000,WECC,Unidentified Registered Entity,NCRXXXXX,27900,WECC201102641,CIP-005-3,R1.5,Medium,,,X
2/29/2012,NP12-18-000,WECC,Unidentified Registered Entity,NCRXXXXX,27900,WECC201102639,CIP-006-1,R1.8,Medium,,,X
2/29/2012,NP12-18-000,WECC,Clatskanie People's Utility District,NCR05100,25000,WECC201102369,PRC-005-1 ,R1,High,,,X
2/29/2012,NP12-18-000,WECC,Clatskanie People's Utility District,NCR05100,25000,WECC201102370,PRC-005-1 ,R2.1,High,,,X
2/29/2012,NP12-18-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,20800,SPP201000302,CIP-004-1,R2.1,Medium,,,X
2/29/2012,NP12-18-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,20800,SPP201000303,CIP-004-1,R3,Medium,,,X
2/29/2012,NP12-18-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,20800,SPP201000304,CIP-004-1,R4,Medium,,,X
2/29/2012,NP12-18-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,20800,SPP201000305,CIP-007-1,R1,Medium,,,X
2/29/2012,NP12-18-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,20800,SPP201000306,CIP-008-1,R1.6,Lower,,,X
2/29/2012,NP12-18-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,20800,SPP201000307,CIP-009-1,R1,Medium,,,X
2/29/2012,NP12-18-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,20800,SPP201000308,CIP-009-1,R2,Lower,,,X
2/29/2012,NP12-18-000,WECC,Central Lincoln People's Utility District,NCR05062,20000,WECC201002251,PRC-005-1,R2.1,High,,,X
2/29/2012,NP12-18-000,RF,Indianapolis Power & Light Company,NCR00798,15000,RFC201000724,COM-002-2,R2,Medium,,,X
2/29/2012,NP12-18-000,RF,Indianapolis Power & Light Company,NCR00798,15000,RFC201000725,PRC-004-1,R1,High,,,X
2/29/2012,NP12-18-000,SPP RE,"AES Shady Point, LLC",NCR01055,15000,SPP201000408,PRC-005-1,R1; R1.1; R1.2,High,,,X
2/29/2012,NP12-18-000,SPP RE,"AES Shady Point, LLC",NCR01055,15000,SPP201000409,PRC-005-1,R2; R2.1; R2.2,High,,,X
2/29/2012,NP12-18-000,SPP RE,"AES Shady Point, LLC",NCR01055,15000,SPP201000410,FAC-008-1,R1; R1.2.1,Medium,,,X
2/29/2012,NP12-18-000,SPP RE,"AES Shady Point, LLC",NCR01055,15000,SPP201000411,FAC-009-1,R1,Medium,,,X
2/29/2012,NP12-18-000,WECC,Unidentified Registered Entity,NCRXXXXX,12300,WECC201102518,CIP-007-3,R3,Lower,,,X
2/29/2012,NP12-18-000,WECC,Unidentified Registered Entity,NCRXXXXX,12300,WECC201102519,CIP-007-3,R4; R4.1; R4.2,Medium,,,X
2/29/2012,NP12-18-000,WECC,Unidentified Registered Entity,NCRXXXXX,12300,WECC201102520,CIP-007-3,R3,Lower,,,X
2/29/2012,NP12-18-000,WECC,Unidentified Registered Entity,NCRXXXXX,12300,WECC201102521,CIP-007-3,R4,Medium,,,X
2/29/2012,NP12-18-000,FRCC,Seminole Electric Cooperative,NCR00068,12000,FRCC200900260,BAL-005-0.1b,R11,Medium,,,X
2/29/2012,NP12-18-000,FRCC,Seminole Electric Cooperative,NCR00068,12000,FRCC200900275,PRC-001-1,R6,High,,,X
2/29/2012,NP12-18-000,FRCC,Seminole Electric Cooperative,NCR00068,12000,FRCC200900276,PRC-017-0,R1.1; R1.2; R1.3 ,High,,,X
2/29/2012,NP12-18-000,FRCC,Unidentified Registered Entity,NCRXXXXX,10000,FRCC201000306,CIP-003-1,R6,Lower,,,X
2/29/2012,NP12-18-000,FRCC,Unidentified Registered Entity,NCRXXXXX,10000,FRCC201000307,CIP-007-1,R1; R1.1; R1.2; R1.3,Medium ,,,X
2/29/2012,NP12-18-000,FRCC,Unidentified Registered Entity,NCRXXXXX,10000,FRCC201000362,CIP-007-1,R6; R6.1; R6.3; R6.4,Medium,,,X
2/29/2012,NP12-18-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,8800,SPP201000330,CIP-007-1,R1,Medium,,,X
2/29/2012,NP12-18-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,8800,SPP201000331,CIP-008-1,R1; R1.5; R1.6,Lower,,,X
2/29/2012,NP12-18-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,8800,SPP201000332,CIP-009-1,R1,Medium,,,X
2/29/2012,NP12-18-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,8800,SPP201000334,CIP-007-1,R3,Lower,,,X
2/29/2012,NP12-18-000,WECC,Public Utility District No. 1 of Chelan County,NCR05338,8000,WECC201103040,VAR-002-1.1b,R3,Medium,,,X
2/29/2012,NP12-18-000,NPCC,Unidentified Registered Entity,NCRXXXXX,5000,NPCC201000190,CIP-007-1,R2; R2.1,Medium,,,X
2/29/2012,NP12-18-000,NPCC,Unidentified Registered Entity,NCRXXXXX,5000,NPCC201000191,CIP-005-1,R2; R2.2,Medium,,,X
2/29/2012,NP12-18-000,NPCC,Covanta Mid-Conn Inc. ,NCR10008,4000,NPCC201000217,VAR-002-1,R1,Medium,,,X
2/29/2012,NP12-18-000,NPCC,Covanta Mid-Conn Inc.,NCR10008,4000,NPCC201000218,VAR-002-1,R3,Medium,,,X
2/29/2012,NP12-18-000,NPCC,Unidentified Registered Entity,NCRXXXXX,3800,NPCC201100249,CIP-004-2,R3,Medium,,,X
2/29/2012,NP12-18-000,WECC,Modesto Irrigation District,NCR05244,3600,WECC201102390,PRC-005-1,R2,High,,,X
2/29/2012,NP12-18-000,WECC,PacifiCorp,NCR05304,2500,WECC201103051,VAR-002-1.1b,R3,Medium,,,X
2/29/2012,NP12-18-000,WECC,Unidentified Registered Entity,NCRXXXXX,2000,WECC201102661,CIP-004-1,R4,Lower,,,X
2/29/2012,NP12-18-000,MRO,Otter Tail Power Company,NCR01023,0,MRO201000152,PRC-005-1,"R2 (R2.1, R2.2)",High,,,X
1/31/2012,NP12-11-000,WECC,Unidentified Registered Entity,NCRXXXXX,135000,WECC200902072,CIP-003-1,R5,Lower,,,X
1/31/2012,NP12-11-000,WECC,Unidentified Registered Entity,NCRXXXXX,135000,WECC201001853,BAL-005-0,R17,Medium,,,X
1/31/2012,NP12-11-000,WECC,Unidentified Registered Entity,NCRXXXXX,135000,WECC201001880,CIP-002-1,R1,Medium,,,X
1/31/2012,NP12-11-000,WECC,Unidentified Registered Entity,NCRXXXXX,135000,WECC201001881,CIP-002-1,R3,High,,,X
1/31/2012,NP12-11-000,WECC,Unidentified Registered Entity,NCRXXXXX,135000,WECC201001819,FAC-009-1,R1,Medium,,,X
1/31/2012,NP12-11-000,WECC,Unidentified Registered Entity,NCRXXXXX,135000,WECC201001824,PER-001-0,R1,High,,,X
1/31/2012,NP12-11-000,WECC,Unidentified Registered Entity,NCRXXXXX,135000,WECC201001848,PRC-005-1,R2,High,,,X
1/31/2012,NP12-11-000,WECC,Unidentified Registered Entity,NCRXXXXX,135000,WECC201001849,PRC-008-0,R2,Medium,,,X
1/31/2012,NP12-11-000,WECC,Unidentified Registered Entity,NCRXXXXX,135000,WECC201001850,PRC-011-0,R2,Lower,,,X
1/31/2012,NP12-11-000,WECC,Unidentified Registered Entity,NCRXXXXX,135000,WECC201001826,TOP-005-1,R1,Medium,,,X
1/31/2012,NP12-11-000,WECC,Unidentified Registered Entity,NCRXXXXX,135000,WECC201002066,CIP-007-1,R6,Medium,,,X
1/31/2012,NP12-11-000,WECC,Unidentified Registered Entity,NCRXXXXX,135000,WECC200902070,CIP-004-1,R4,Medium,,,X
1/31/2012,NP12-11-000,WECC,Unidentified Registered Entity,NCRXXXXX,135000,WECC201002084,CIP-005-1,R2,Medium,,,X
1/31/2012,NP12-11-000,WECC,Unidentified Registered Entity,NCRXXXXX,135000,WECC201002119,CIP-006-2,R1,Medium,,,X
1/31/2012,NP12-11-000,WECC,Unidentified Registered Entity,NCRXXXXX,135000,WECC201002089,CIP-006-1,R2,Medium,,,X
1/31/2012,NP12-11-000,WECC,Unidentified Registered Entity,NCRXXXXX,135000,WECC201002113,CIP-006-2,R2,Medium,,,X
1/31/2012,NP12-11-000,WECC,Unidentified Registered Entity,NCRXXXXX,135000,WECC201002060,CIP-007-1,R2,Medium,,,X
1/31/2012,NP12-11-000,WECC,Unidentified Registered Entity,NCRXXXXX,135000,WECC201002067,CIP-007-1,R3,Lower,,,X
1/31/2012,NP12-11-000,WECC,Unidentified Registered Entity,NCRXXXXX,135000,WECC201002061,CIP-007-1,R5,Lower,,,X
1/31/2012,NP12-11-000,WECC,Unidentified Registered Entity,NCRXXXXX,135000,WECC201001823,TOP-002-2,R19,Medium,,,X
1/31/2012,NP12-12-000,WECC,Unidentified Registered Entity ,NCRXXXXX,55000,WECC201002246,BAL-004-WECC-01,R2,Lower,,,X
1/31/2012,NP12-12-000,WECC,Unidentified Registered Entity ,NCRXXXXX,55000,WECC201002391,CIP-003-1 ,R1,Medium,,,X
1/31/2012,NP12-12-000,WECC,Unidentified Registered Entity ,NCRXXXXX,55000,WECC201002393,CIP-003-1 ,R6,Lower,,,X
1/31/2012,NP12-12-000,WECC,Unidentified Registered Entity ,NCRXXXXX,55000,WECC201002296,CIP-004-1,R2; R2.3,Lower,,,X
1/31/2012,NP12-12-000,WECC,Unidentified Registered Entity ,NCRXXXXX,55000,WECC201002394,CIP-004-1,R4,Lower,,,X
1/31/2012,NP12-12-000,WECC,Unidentified Registered Entity ,NCRXXXXX,55000,WECC201002399,CIP-005-1,R1; R1.5,Lower,,,X
1/31/2012,NP12-12-000,WECC,Unidentified Registered Entity ,NCRXXXXX,55000,WECC201002397,CIP-006-1,R1; R1.8,Lower,,,X
1/31/2012,NP12-12-000,WECC,Unidentified Registered Entity ,NCRXXXXX,55000,WECC201002294,ClP-007-1,R1,Medium,,,X
1/31/2012,NP12-12-000,WECC,Unidentified Registered Entity ,NCRXXXXX,55000,WECC201002295,ClP-007-1,R3,Lower,,,X
1/31/2012,NP12-12-000,WECC,Unidentified Registered Entity ,NCRXXXXX,55000,WECC201002396,ClP-008-1,R1,Lower,,,X
1/31/2012,NP12-12-000,WECC,Unidentified Registered Entity ,NCRXXXXX,55000,WECC201002392,CIP-003-2,R5,Lower,,,X
1/31/2012,NP12-12-000,WECC,Unidentified Registered Entity ,NCRXXXXX,55000,WECC201002395,CIP-007-1,R5; R5.1.3,Medium,,,X
1/31/2012,NP12-12-000,WECC,Unidentified Registered Entity ,NCRXXXXX,45000,WECC201002604,BAL-004-WECC-01 ,R4.4,Lower,,,X
1/31/2012,NP12-12-000,WECC,Unidentified Registered Entity ,NCRXXXXX,45000,WECC201102807,CIP-004-1 ,R2.1; R2.3,Lower,,,X
1/31/2012,NP12-12-000,WECC,Unidentified Registered Entity ,NCRXXXXX,45000,WECC20100599,CIP-006-1 ,R1.8,Lower,,,X
1/31/2012,NP12-12-000,WECC,Unidentified Registered Entity ,NCRXXXXX,45000,WECC201102609,CIP-007-1,R3.1,Lower,,,X
1/31/2012,NP12-12-000,WECC,Unidentified Registered Entity ,NCRXXXXX,45000,WECC201102606,CIP-007-1 ,R6,Lower,,,X
1/31/2012,NP12-12-000,WECC,Unidentified Registered Entity ,NCRXXXXX,45000,WECC20112613,CIP-007-3,R8,Lower,,,X
1/31/2012,NP12-12-000,WECC,Unidentified Registered Entity ,NCRXXXXX,45000,WECC200901475,INT-006-2 ,R1,Lower,,,X
1/31/2012,NP12-13-000,RF,American Transmission Co. LLC,NCR00685,35000,RFC201100751,PRC-001-1,R6,High,,,X
1/31/2012,NP12-12-000,RF,Unidentified Registered Entity ,NCRXXXXX,25000,RFC201000305,CIP-004-1 ,R2; R2.1.3; R2.3.,Lower,,,X
1/31/2012,NP12-12-000,RF,Unidentified Registered Entity ,NCRXXXXX,25000,RFC201000662,CIP-004-1 ,R3; R3.2,Medium,,,X
1/31/2012,NP12-12-000,RF,Unidentified Registered Entity ,NCRXXXXX,25000,RFC201000306,CIP-004-1 ,R4; R4.1; R4.2,Medium,,,X
1/31/2012,NP12-12-000,RF,Unidentified Registered Entity ,NCRXXXXX,25000,RFC201100774,CIP-007-2,R4,Medium,,,X
1/31/2012,NP12-12-000,RF,Unidentified Registered Entity ,NCRXXXXX,25000,RFC201100775,CIP-007-2,R5; R5.3,Lower,,,X
1/31/2012,NP12-12-000,RF,Unidentified Registered Entity ,NCRXXXXX,25000,RFC201100999,CIP-007-3 ,R6; R6.4; R6.5,Lower,,,X
1/31/2012,NP12-12-000,Texas RE,"EDF Trading North America, LLC",NCR00551,21000,TRE201100366,COM-002-2,R1,High,,,X
1/31/2012,NP12-12-000,Texas RE,"EDF Trading North America, LLC",NCR00551,21000,TRE201100392,TOP-006-1,R1; R1.1,Medium,,,X
1/31/2012,NP12-12-000,RF,"Big Sandy Peaker Plant, LLC",NCR00690,20000,RFC201100944,FAC-008-1,R1,Medium,,,X
1/31/2012,NP12-12-000,RF,"Big Sandy Peaker Plant, LLC",NCR00690,20000,RFC201100945,FAC-009-1,R1,Medium,,,X
1/31/2012,NP12-12-000,RF,"Big Sandy Peaker Plant, LLC",NCR00690,20000,RFC201100946,PRC-005-1,R1,High,,,X
1/31/2012,NP12-12-000,RF,"Big Sandy Peaker Plant, LLC",NCR00690,20000,RFC201100947,PRC-005-1,R2.1,High,,,X
1/31/2012,NP12-12-000,WECC,"Sierra Pacific Power
Company, d/b/a NV Energy ",NCR05390,16400,WECC201102424 ,PRC-005-1,R2; R2.1,High,,,X
1/31/2012,NP12-12-000,WECC,"Sierra Pacific Power
Company, d/b/a NV Energy ",NCR05390,16400,WECC201102425,PRC-008-0,R1,Medium,,,X
1/31/2012,NP12-12-000,WECC,"Sierra Pacific Power
Company, d/b/a NV Energy ",NCR05390,16400,WECC201102426,PRC-008-0,R2,Medium,,,X
1/31/2012,NP12-12-000,WECC,"Sierra Pacific Power
Company, d/b/a NV Energy ",NCR05390,16400,WECC201102438,PRC-017-0,R2,Lower,,,X
1/31/2012,NP12-12-000,RF,"Allegheny Energy Supply Company, L.L.C. [GO, GOP]",NCR02600,15000,RFC2011001050,VAR-002-1.1a,R3,Medium,,,X
1/31/2012,NP12-12-000,RF,Unidentified Registered Entity ,NCRXXXXX,15000,RFC201000440,CIP-004-1,R4; R4.1; R4.2,Lower,,,X
1/31/2012,NP12-12-000,RF,Unidentified Registered Entity ,NCRXXXXX,15000,RFC201000441,CIP-004-1,R4; R4.1; R4.2,Lower,,,X
1/31/2012,NP12-12-000,RF,Unidentified Registered Entity ,NCRXXXXX,15000,RFC201000442,CIP-004-1,R4; R4.1; R4.2,Lower,,,X
1/31/2012,NP12-12-000,RF,Wisconsin Electric Power Company,NCR00951,10000,RFC201000388,PRC-005-1 ,R1,High,,,X
1/31/2012,NP12-12-000,Texas RE,Unidentified Registered Entity ,NCRXXXXX,9000,TRE201000136,CIP-003-1,R1; R1.2,Lower,,,X
1/31/2012,NP12-12-000,WECC,Lower Valley Energy,NCR05225,7500,WECC201102432,PRC-005-1 ,R2; R2.1,High,,,X
1/31/2012,NP12-12-000,RF,Unidentified Registered Entity ,NCRXXXXX,7500,RFC201000646,CIP-004-1,R4,Lower,,,X
1/31/2012,NP12-12-000,RF,Unidentified Registered Entity ,NCRXXXXX,7500,RFC2011001073,CIP-004-1,R3,Medium,,,X
1/31/2012,NP12-12-000,RF,"Wadsworth Electric &
Communications",NCR06020,5000,RFC201100829,PRC-005-1,R2,High,,,X
1/31/2012,NP12-12-000,MRO,Unidentified Registered Entity ,NCRXXXXX,4000,MRO201100260,CIP-007-1,R1,Medium,,,X
1/31/2012,NP12-12-000,WECC,Frederickson Power LP,NCR05164,1000,WECC201103015,VAR-002-1,R1,Medium,,,X
1/31/2012,NP12-12-000,WECC,Frederickson Power LP,NCR05164,1000,WECC201103018,VAR-002-1.1b,R3,Medium,,,X
1/31/2012,NP12-12-000,WECC,NAES Corporation - Tracy,NCR05274,500,WECC201102436,VAR-STD-002a-1,R1,Lower,,,X
1/31/2012,NP12-12-000,FRCC,JEA,NCR00040,0,FRCC201100422,TOP-004-2,R1,High,,,X
1/31/2012,NP12-12-000,RF,"Buckeye Power, Inc.",NCR00700,0,RFC201000653,FAC-008-1,R1; R1.2.1,Medium,,,X
12/30/2011,NP12-8-000,NCEA,Sacramento Municipal Utility District,NCR05368,100000,NCEA200900107,TOP-004-1,R4,High,,,X
12/30/2011,NP12-8-000,NCEA,Sacramento Municipal Utility District,NCR05368,100000,NCEA200900106,TOP-001-1,R2,High,,,X
12/30/2011,NP12-8-000,NCEA,Sacramento Municipal Utility District,NCR05368,100000,NCEA200900105,TOP-001-1,R1,High,,,X
12/30/2011,NP12-8-000,NCEA,Sacramento Municipal Utility District,NCR05368,100000,NCEA200900104,PRC-005-1,R2,High,,,X
12/30/2011,NP12-8-000,NCEA,Sacramento Municipal Utility District,NCR05368,100000,NCEA200900103,PER-002-0,R1,High,,,X
12/30/2011,NP12-8-000,NCEA,Sacramento Municipal Utility District,NCR05368,100000,NCEA200900102,COM-002-2,R2,Medium,,,X
12/30/2011,NP12-10-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,68000,SPP201000288,CIP-003-1 ,R1.1,Lower,,,X
12/30/2011,NP12-10-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,68000,SPP201000289,CIP-007-1,R1.3,Lower,,,X
12/30/2011,NP12-10-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,68000,SPP201000394,CIP-005-1,R1.5,Medium,,,X
12/30/2011,NP12-10-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,68000,SPP201000395,CIP-005-1,R2,Medium,,,X
12/30/2011,NP12-10-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,68000,SPP201000396,CIP-005-1,R3,Medium,,,X
12/30/2011,NP12-10-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,68000,SPP201000397,CIP-005-1,R4,Medium,,,X
12/30/2011,NP12-10-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,68000,SPP201000399,CIP-007-1,R2,Medium,,,X
12/30/2011,NP12-10-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,68000,SPP201000400,CIP-007-1,R3,Lower,,,X
12/30/2011,NP12-10-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,68000,SPP201000401,CIP-007-1,R5,Lower,,,X
12/30/2011,NP12-10-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,68000,SPP201000402,CIP-007-1,R6,Lower,,,X
12/30/2011,NP12-10-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,68000,SPP201000403,CIP-007-1,R8,Lower,,,X
12/30/2011,NP12-10-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,68000,SPP201000404,CIP-007-1,R9,Lower,,,X
12/30/2011,NP12-9-000,RF,Unidentified Registered Entity,NCRXXXXX,60000,RFC201000687,INT-006-2,R1,Lower,,,X
12/30/2011,NP12-9-000,RF,Unidentified Registered Entity,NCRXXXXX,60000,RFC201000686,INT-003-2,R1,Medium,,,X
12/30/2011,NP12-9-000,RF,Unidentified Registered Entity,NCRXXXXX,60000,RFC201000685,BAL-006-1.1,R4,Lower,,,X
12/30/2011,NP12-9-000,RF,Unidentified Registered Entity,NCRXXXXX,60000,RFC201000684,BAL-005-0.1b,R9,Lower,,,X
12/30/2011,NP12-9-000,RF,Unidentified Registered Entity,NCRXXXXX,60000,RFC201000285,BAL-005-0.1b,R9,Lower,,,X
12/30/2011,NP12-9-000,RF,Unidentified Registered Entity,NCRXXXXX,60000,RFC200900298,CIP-004-1,R4,Lower,,,X
12/30/2011,NP12-7-000,RF,"West Penn Power Company, Monongahela Power ",NCR02602,40000,RFC201000672,PRC-008-0,R2,Medium,,,X
12/30/2011,NP12-7-000,RF,"West Penn Power Company, Monongahela Power ",NCR02602,40000,RFC201000677,PRC-007-0,R1,Medium,,,X
12/30/2011,NP12-6-000,RF,Jersey Central Power & Light Company ,NCR00806,37000,RFC201000695,PRC-007-0,R1,Medium,,,X
12/30/2011,NP12-10-000,NPCC,Niagara Mohawk Power Corporation,NCR07163,25000,NPCC201000177,COM-002-2,R2,Medium,,,X
12/30/2011,NP12-10-000,RF,Sunbury Generation LP,NCR06030,20000,RFC201000629,VAR-002-1,R2,Medium,,,X
12/30/2011,NP12-10-000,RF,Sunbury Generation LP,NCR06030,20000,RFC201000630,FAC-008-1,R1.2.1,Medium,,,X
12/30/2011,NP12-10-000,RF,Sunbury Generation LP,NCR06030,20000,RFC201000631,PRC-005-1,R1,High,,,X
12/30/2011,NP12-10-000,RF,Sunbury Generation LP,NCR06030,20000,RFC201000632,PRC-005-1,R2; R2.1; R2.2,High,,,X
12/30/2011,NP12-10-000,Texas RE,"Luminant Generation Company, LLC",NCR10219 ,18000,TRE201000273,PRC-005-1,R2,Lower,,,X
12/30/2011,NP12-10-000,Texas RE,"Big Brown Power Company, LLC",NCR10217 ,18000,TRE201000272,PRC-005-1,R2,Lower,,,X
12/30/2011,NP12-10-000,Texas RE,Tradinghouse Power Company LLC ,NCR10220,18000,TRE201000274,PRC-005-1,R2,Lower,,,X
12/30/2011,NP12-10-000,NPCC,"Mirant Bowline, LLC",NCR07145,17500,NPCC200900121,PRC-005-1,R1; R1.1,High,,,X
12/30/2011,NP12-10-000,NPCC,"Mirant Bowline, LLC",NCR07145,17500,NPCC200900122,PRC-005-1,R2; R2.1; R2.2,High,,,X
12/30/2011,NP12-10-000,NPCC,Unidentified Registered Entity,NCRXXXXX,15000,NPCC201100223,CIP-004-1,R4,Medium,,,X
12/30/2011,NP12-10-000,NPCC,Unidentified Registered Entity,NCRXXXXX,15000,NPCC201100224,CIP-006-1,R1,Medium,,,X
12/30/2011,NP12-10-000,Texas RE,ExxonMobil Refining and Supply Company,NCR04058,13000,TRE201000124,PRC-005-1,R2,High,,,X
12/30/2011,NP12-10-000,Texas RE,ExxonMobil Refining and Supply Company,NCR04058,13000,TRE201000123,CIP-001-1,R2,Medium,,,X
12/30/2011,NP12-10-000,SERC,Progress Energy Carolinas,NCR01298,12000,SERC200900412,PRC-005-1,R1; R1.1,High,,,X
12/30/2011,NP12-10-000,SERC,Progress Energy Carolinas,NCR01298,12000,SERC200900306,PRC-005-1,R2; R2.1,High,,,X
12/30/2011,NP12-10-000,Texas RE,Unidentified Registered Entity,NCRXXXXX,10000,TRE201000130,CIP-005-1,R2; R2.2,Medium,,,X
12/30/2011,NP12-10-000,Texas RE,Unidentified Registered Entity,NCRXXXXX,10000,TRE201000132,CIP-005-1,R2; R2.2,Medium,,,X
12/30/2011,NP12-10-000,Texas RE,Unidentified Registered Entity,NCRXXXXX,10000,TRE201000131,CIP-005-1,R4; R4.1; R4.2; R4.4; R4.5,Medium,,,X
12/30/2011,NP12-10-000,Texas RE,Unidentified Registered Entity,NCRXXXXX,10000,TRE201000133,CIP-005-1,R4; R4.1; R4.2; R4.4; R4.5,Medium,,,X
12/30/2011,NP12-10-000,Texas RE,Unidentified Registered Entity,NCRXXXXX,10000,TRE201000227,CIP-007-1,R2; R2.1; R2.2; R2.3,Medium,,,X
12/30/2011,NP12-10-000,Texas RE,Unidentified Registered Entity,NCRXXXXX,10000,TRE201000233,CIP-007-1,R2; R2.1; R2.2; R2.3,Medium,,,X
12/30/2011,NP12-10-000,Texas RE,Unidentified Registered Entity,NCRXXXXX,10000,TRE201000230,CIP-007-1,R6; R6.2,Lower,,,X
12/30/2011,NP12-10-000,Texas RE,Unidentified Registered Entity,NCRXXXXX,10000,TRE201000236,CIP-007-1,R6; R6.2,Lower,,,X
12/30/2011,NP12-10-000,Texas RE,Unidentified Registered Entity,NCRXXXXX,10000,TRE201000232,CIP-007-1,R8; R8.1; R8.2; R8.3; R8.4,Lower,,,X
